tok1,tok2,tok3,tok4,tok5,target
2094,1996,2103,1998,2000,3913
3913,2035,4257,1012,102,101
101,102,101,14387,5498,2271
2271,1024,102,101,2054,2003
2003,1996,2103,2021,1996,2111
2111,1029,102,101,102,101
101,4480,1024,102,101,2995
2995,1010,102,101,1996,2111
2111,2024,1996,2103,1012,102
102,101,102,101,7987,23998
23998,1024,102,101,2011,1996
1996,9619,1997,2035,1010,2057
2057,2020,5323,1005,1040,102
102,101,1996,2111,1005,1055
1055,23007,1012,102,101,102
102,101,4480,1024,102,101
101,2017,2061,3961,1012,102
102,101,102,101,2273,18595
18595,2271,1024,102,101,1998
1998,2061,2024,2066,2000,2079
2079,1012,102,101,102,101
101,4012,5498,2271,1024,102
102,101,2008,2003,1996,2126
2126,2000,3913,1996,2103,4257
4257,1025,102,101,2000,3288
3288,1996,4412,2000,1996,3192
3192,1010,102,101,1998,11010
11010,2035,1010,2029,2664,19517
19517,8483,1010,102,101,1999
1999,16721,2015,1998,18526,1997
1997,10083,1012,102,101,102
102,101,14387,5498,2271,1024
1024,102,101,2023,17210,2331
2331,1012,102,101,102,101
101,7987,23998,1024,102,101
101,2030,2292,2149,3233,2000
2000,2256,3691,1010,102,101
101,2030,2292,2149,4558,2009
2009,1012,2057,2079,2182,4013
4013,3630,17457,1010,102,101
101,2588,1996,2112,1051,1005
1005,1996,2111,1010,1999,3005
3005,2373,102,101,2057,2020
2020,2700,17156,1010,7871,4173
4173,2003,11007,102,101,1997
1997,2556,2331,1012,102,101
101,102,101,14387,5498,2271
2271,1024,102,101,3568,3913
3913,2907,1997,2032,1025,102
102,101,4562,2032,2000,1996
1996,2600,16985,5051,2937,1010
1010,1998,2013,23166,102,101
101,2046,6215,3459,2032,1012
1012,102,101,102,101,7987
7987,23998,1024,102,101,29347
29347,4305,4244,1010,15126,2032
2032,999,102,101,102,101
101,4480,1024,102,101,10750
10750,1010,7871,4173,1010,10750
10750,999,102,101,102,101
101,2273,18595,2271,1024,102
102,101,2963,2033,2028,2773
2773,1025,102,101,2022,19763
19763,2818,2017,1010,10969,2015
2015,1010,2963,2033,2021,1037
1037,2773,1012,102,101,102
102,101,29347,4305,2571,1024
1024,102,101,3521,1010,3521
3521,999,102,101,102,101
101,2273,18595,2271,1024,102
102,101,102,101,7987,23998
23998,1024,102,101,2909,1010
1010,2216,3147,3971,1010,102
102,101,2008,4025,2066,10975
10975,12672,3372,7126,1010,2024
2024,2200,22641,102,101,2073
2073,1996,4295,2003,6355,1012
1012,3913,2398,2588,2032,1010
1010,102,101,1998,4562,2032
2032,2000,1996,2600,1012,102
102,101,102,101,2522,9488
9488,5802,2271,1024,102,101
101,2053,1010,1045,1005,2222
2222,3280,2182,1012,102,101
101,2045,1005,1055,2070,2426
2426,2017,2031,2022,24850,2033
2033,3554,1024,102,101,2272
2272,1010,3046,2588,25035,2054
2054,2017,2031,2464,2033,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,2091,2007,2008,4690,999
999,10969,2015,1010,10632,19511
19511,1012,102,101,102,101
101,7987,23998,1024,102,101
101,3913,2398,2588,2032,1012
1012,102,101,102,101,4012
4012,5498,2271,1024,102,101
101,2393,7871,4173,1010,2393
2393,1010,102,101,2017,2008
2008,2022,7015,1025,2393,2032
2032,1010,2402,1998,2214,999
999,102,101,102,101,4480
4480,1024,102,101,2091,2007
2007,2032,1010,2091,2007,2032
2032,999,102,101,102,101
101,2273,18595,2271,1024,102
102,101,2175,1010,2131,2017
2017,2000,2115,2160,1025,2022
2022,2908,1010,2185,999,102
102,101,2035,2097,2022,6583
6583,18533,2842,1012,102,101
101,102,101,2117,5205,1024
1024,102,101,2131,2017,2908
2908,1012,102,101,102,101
101,4012,5498,2271,1024,102
102,101,3233,3435,1025,102
102,101,2057,2031,2004,2116
2116,2814,2004,6716,1012,102
102,101,102,101,2273,18595
18595,2271,1024,102,101,25850
25850,2009,2022,2404,2000,2008
2008,1029,102,101,102,101
101,2034,5205,1024,102,101
101,1996,5932,27206,999,102
102,101,1045,26927,10760,2063
2063,1010,7015,2767,1010,2188
2188,2000,15177,2160,1025,102
102,101,2681,2149,2000,9526
9526,2023,3426,1012,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,2005,1005
1005,22320,1037,14699,2588,2149
2149,1010,102,101,2017,3685
3685,9311,4426,1024,2022,2908
2908,1010,2022,19763,2818,2017
2017,1012,102,101,102,101
101,4012,5498,2271,1024,102
102,101,2272,1010,2909,1010
1010,2247,2007,2149,1012,102
102,101,102,101,2522,9488
9488,5802,2271,1024,102,101
101,1045,2052,2027,2020,28056
28056,1011,1011,2004,2027,2024
2024,1010,102,101,2295,1999
1999,4199,19070,1005,1040,1011
1011,1011,2025,10900,1011,1011
1011,2004,2027,2024,2025,1010
1010,102,101,2295,10250,7178
7178,1045,1005,1996,7424,1051
1051,1005,1996,9424,1011,1011
1011,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,2022,2908,1025,102,101
101,2404,2025,2115,11007,7385
7385,2046,2115,4416,1025,102
102,101,2028,2051,2097,12533
12533,2178,1012,102,101,102
102,101,2522,9488,5802,2271
2271,1024,102,101,2006,4189
4189,2598,102,101,1045,2071
2071,3786,5659,1997,2068,1012
1012,102,101,102,101,4012
4012,5498,2271,1024,102,101
101,1045,2071,2870,102,101
101,2202,2039,1037,17180,1051
1051,1005,1996,2190,1997,2068
2068,1025,6300,2050,1010,1996
1996,102,101,2048,10969,2015
2015,1024,102,101,2021,2085
2085,1005,22320,10238,3458,20204
20204,1025,102,101,1998,2158
2158,9021,2003,2655,1005,1040
1040,7966,7301,1010,2043,2009
2009,4832,102,101,2114,1037
1037,4634,8313,1012,2097,2017
2017,6516,1010,102,101,2077
2077,1996,6415,2709,1029,3005
3005,7385,11089,2232,14916,2094
2094,102,101,2066,7153,5380
5380,1998,1051,1005,9413,4783
4783,2906,102,101,2054,2027
2027,2024,2109,2000,4562,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,11839,2017,1010,2022,2908
2908,1024,102,101,1045,1005
1005,2222,3046,3251,2026,2214
2214,15966,2022,1999,5227,102
102,101,2007,2216,2008,2031
2031,2021,2210,1024,2023,2442
2442,2022,8983,1005,1040,102
102,101,2007,8416,1997,2151
2151,6120,1012,102,101,102
102,101,4012,5498,2271,1024
1024,102,101,29349,1010,2272
2272,2185,1012,102,101,102
102,101,1037,10717,2078,1024
1024,102,101,2023,2158,2038
2038,9388,2099,1005,1040,2010
2010,7280,1012,102,101,102
102,101,2273,18595,2271,1024
1024,102,101,2010,3267,2003
2003,2205,7015,2005,1996,2088
2088,1024,102,101,2002,2052
2052,2025,4257,3334,21167,2005
2005,2010,26515,1010,102,101
101,2030,8183,3726,2005,1005
1005,1055,2373,2000,8505,1012
1012,2010,2540,1005,1055,2010
2010,2677,1024,102,101,2054
2054,2010,7388,15681,2015,1010
1010,2008,2010,4416,2442,18834
18834,1025,102,101,1998,1010
1010,2108,4854,1010,2515,5293
5293,2008,2412,102,101,2002
2002,2657,1996,2171,1997,2331
2331,1012,102,101,2182,1005
1005,1055,2204,2135,2147,999
999,102,101,102,101,2117
2117,10717,2078,1024,102,101
101,1045,2052,2027,2020,14863
14863,2094,999,102,101,102
102,101,2273,18595,2271,1024
1024,102,101,1045,2052,2027
2027,2020,1999,14841,5677,999
999,2054,1996,14096,999,102
102,101,2071,2002,2025,3713
3713,1005,7861,4189,1029,102
102,101,102,101,14387,5498
5498,2271,1024,102,101,2073
2073,2003,2023,17947,102,101
101,2008,2052,2139,16340,9869
9869,1996,2103,1998,102,101
101,2022,2296,2158,2370,1029
1029,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,2017,11007,10969,2015,1010
1010,1011,1011,102,101,102
102,101,14387,5498,2271,1024
1024,102,101,2002,4618,2022
2022,6908,2091,1996,16985,5051
5051,2937,2600,102,101,2007
2007,20001,2398,1024,2002,6045
6045,2232,13335,2375,1010,102
102,101,1998,3568,2375,4618
4618,8040,9691,2032,2582,3979
3979,102,101,2084,1996,18976
18976,1997,1996,2270,2373,102
102,101,2029,2002,2061,4520
4520,2012,2053,18533,1012,102
102,101,102,101,2034,6926
6926,1024,102,101,2002,4618
4618,2092,2113,102,101,1996
1996,7015,10969,2015,2024,1996
1996,2111,1005,1055,15076,1010
1010,102,101,1998,2057,2037
2037,2398,1012,102,101,102
102,101,4480,1024,102,101
101,2002,4618,1010,2469,2006
2006,1005,1056,1012,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,2909,1010
1010,2909,1010,1011,1011,102
102,101,102,101,14387,5498
5498,2271,1024,102,101,3521
3521,999,102,101,102,101
101,2273,18595,2271,1024,102
102,101,2079,2025,5390,22156
22156,1010,2073,2017,2323,2021
2021,5690,102,101,2007,10754
10754,10943,1012,102,101,102
102,101,14387,5498,2271,1024
1024,102,101,2909,1010,2129
2129,3310,1005,1056,2008,2017
2017,102,101,2031,7570,14277
14277,2000,2191,2023,5343,1029
1029,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,2963,2033,3713,1024,102
102,101,2004,1045,2079,2113
2113,1996,11801,1005,1055,4276
4276,9961,1010,102,101,2061
2061,2064,1045,2171,2010,19399
19399,1010,1011,1011,102,101
101,102,101,14387,5498,2271
2271,1024,102,101,11801,999
999,2054,11801,1029,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,1996,11801
11801,2522,9488,5802,2271,1012
1012,102,101,102,101,7987
7987,23998,1024,102,101,2002
2002,11801,999,102,101,102
102,101,4480,1024,102,101
101,2053,1010,2053,1010,2053
2053,1010,2053,1010,2053,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,2065,1010,2011,1996,10969
10969,2015,1005,2681,1010,1998
1998,6737,1010,2204,2111,1010
1010,102,101,1045,2089,2022
2022,2657,1010,1045,2052,13675
13675,10696,1037,2773,2030,2048
2048,1025,102,101,1996,2029
2029,4618,2735,2017,2000,2053
2053,2582,7386,102,101,2084
2084,2061,2172,3279,1997,2051
2051,1012,102,101,102,101
101,14387,5498,2271,1024,102
102,101,3713,4780,2059,1025
1025,102,101,2005,2057,2024
2024,23976,27718,10253,2000,18365
18365,102,101,2023,17947,3560
3560,17328,1024,2000,1041,20614
20614,2032,6516,102,101,2020
2020,2021,2028,5473,1010,1998
1998,2000,2562,2032,2182,102
102,101,2256,3056,2331,1024
1024,3568,2009,2003,28447,102
102,101,2002,8289,2000,1011
1011,2305,1012,102,101,102
102,101,2273,18595,2271,1024
1024,102,101,2085,1996,2204
2204,5932,27206,102,101,2008
2008,2256,8228,4199,1010,3005
3005,15531,102,101,2875,2014
2014,10849,2336,2003,25612,1005
1005,1040,102,101,1999,8183
8183,3726,1005,1055,2219,2338
2338,1010,2066,2019,21242,5477
5477,102,101,2323,2085,4521
4521,2039,2014,2219,999,102
102,101,102,101,14387,5498
5498,2271,1024,102,101,2002
2002,1005,1055,1037,4295,2008
2008,2442,2022,3013,2185,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,1051,1010,2002,1005,1055
1055,1037,15291,2008,2038,2021
2021,1037,4295,1025,102,101
101,9801,1010,2000,3013,2009
2009,2125,1025,2000,9526,2009
2009,1010,3733,1012,102,101
101,2054,2038,2002,2589,2000
2000,4199,2008,1005,1055,11007
11007,2331,1029,102,101,4288
4288,2256,6716,1010,1996,2668
2668,2002,6045,2232,2439,1011
1011,1011,102,101,2029,1010
1010,1045,8108,29536,10875,1010
1010,2003,2062,2084,2008,2002
2002,6045,2232,1010,102,101
101,2011,2116,2019,19471,1011
1011,1011,2002,4530,2361,1005
1005,1040,2009,2005,2010,2406
2406,1025,102,101,1998,2054
2054,2003,2187,1010,2000,4558
4558,2009,2011,2010,2406,1010
1010,102,101,2020,2000,2149
2149,2035,1010,2008,2079,1005
1005,1056,1998,9015,2009,1010
1010,102,101,1037,4435,2000
2000,1996,2203,1051,1005,1996
1996,2088,1012,102,101,102
102,101,14387,5498,2271,1024
1024,102,101,2023,2003,4550
4550,27829,1012,102,101,102
102,101,7987,23998,1024,102
102,101,6414,22091,2854,1024
1024,2043,2002,2106,2293,2010
2010,2406,1010,102,101,2009
2009,6225,1005,1040,2032,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,1996,2326,1997,1996,3329
3329,102,101,2108,2320,6080
6080,7389,2098,1010,2003,2025
2025,2059,9768,102,101,2005
2005,2054,2077,2009,2001,1012
1012,102,101,102,101,7987
7987,23998,1024,102,101,2057
2057,1005,2222,2963,2053,2062
2062,1012,102,101,7323,2032
2032,2000,2010,2160,1010,1998
1998,20228,12722,2032,23166,1024
1024,102,101,26693,2010,8985
8985,1010,2108,1997,9105,3267
3267,1010,102,101,3659,2582
2582,1012,102,101,102,101
101,2273,18595,2271,1024,102
102,101,2028,2773,2062,1010
1010,2028,2773,1012,102,101
101,2023,6816,1011,28856,7385
7385,1010,2043,2009,4618,2424
2424,102,101,1996,7386,1997
1997,4895,29378,2078,1005,1040
1040,9170,2791,1010,2097,2205
2205,2397,102,101,5495,2599
2599,2368,7038,2000,1005,1055
1055,8265,1012,10838,2011,2832
2832,1025,102,101,26693,4243
4243,1010,2004,2002,2003,11419
11419,1010,3338,2041,1010,102
102,101,1998,12803,2307,4199
4199,2007,10900,1012,102,101
101,102,101,7987,23998,1024
1024,102,101,2065,2009,2020
2020,2061,1010,1011,1011,102
102,101,102,101,14387,5498
5498,2271,1024,102,101,2054
2054,2079,6300,2831,1029,102
102,101,2031,2057,2025,2018
2018,1037,5510,1997,2010,22645
22645,1029,102,101,2256,29347
29347,4305,4244,15488,12184,1029
1029,9731,13335,1029,2272,1012
1012,102,101,102,101,2273
2273,18595,2271,1024,102,101
101,5136,2023,1024,2002,2038
2038,2042,13680,1045,1005,1996
1996,5233,102,101,2144,2002
2002,2071,4009,1037,4690,1010
1010,1998,2003,5665,2082,1005
1005,1040,102,101,1999,18088
18088,2653,1025,7954,1998,24905
24905,2362,102,101,2002,11618
11618,2302,7835,1012,2507,2033
2033,2681,1010,102,101,1045
1045,1005,2222,2175,2000,2032
2032,1010,1998,16617,2000,3288
3288,2032,102,101,2073,2002
2002,4618,3437,1010,2011,1037
1037,26410,2433,1010,102,101
101,1999,3521,1010,2000,2010
2010,27917,2566,4014,1012,102
102,101,102,101,2034,5205
5205,1024,102,101,7015,10969
10969,2015,1010,102,101,2009
2009,2003,1996,23369,2126,1024
1024,1996,2060,2607,102,101
101,2097,6011,2205,6703,1010
1010,1998,1996,2203,1997,2009
2009,102,101,4242,2000,1996
1996,2927,1012,102,101,102
102,101,14387,5498,2271,1024
1024,102,101,7015,2273,18595
18595,2271,1010,102,101,2022
2022,2017,2059,2004,1996,2111
2111,1005,1055,2961,1012,102
102,101,5972,1010,3913,2091
2091,2115,4255,1012,102,101
101,102,101,7987,23998,1024
1024,102,101,2175,2025,2188
2188,1012,102,101,102,101
101,14387,5498,2271,1024,102
102,101,3113,2006,1996,3006
3006,1011,2173,1012,2057,1005
1005,2222,5463,2017,2045,1024
1024,102,101,2073,1010,2065
2065,2017,3288,2025,7871,4173
4173,1010,2057,1005,2222,10838
10838,102,101,1999,2256,2034
2034,2126,1012,102,101,102
102,101,2273,18595,2271,1024
1024,102,101,1045,1005,2222
2222,3288,2032,2000,2017,1012
1012,102,101,2292,2033,4792
4792,2115,2194,1024,2002,2442
2442,2272,1010,102,101,2030
2030,2054,2003,5409,2097,3582
3582,1012,102,101,102,101
101,2034,5205,1024,102,101
101,11839,2017,1010,2292,1005
1005,1055,2000,2032,1012,102
102,101,102,101,2522,9488
9488,5802,2271,1024,102,101
101,2292,2068,23893,2035,2055
2055,3067,5551,1010,2556,2033
2033,102,101,2331,2006,1996
1996,5217,2030,2012,3748,5194
5194,1005,8265,1010,102,101
101,2030,8632,2702,4564,2006
2006,1996,16985,5051,2937,2600
2600,1010,102,101,2008,1996
1996,13511,2453,2091,7683,102
102,101,2917,1996,7504,1997
1997,4356,1010,2664,2097,1045
1045,2145,102,101,2022,2947
2947,2000,2068,1012,102,101
101,102,101,1037,10717,2078
2078,1024,102,101,2017,2079
2079,1996,7015,2099,1012,102
102,101,102,101,2522,9488
9488,5802,2271,1024,102,101
101,1045,18437,2026,2388,102
102,101,2515,2025,14300,2033
2033,2582,1010,2040,2001,2180
2180,2102,102,101,2000,2655
2655,2068,12121,7770,24351,2015
2015,1010,2477,2580,102,101
101,2000,4965,1998,5271,2007
2007,24665,16503,2015,1010,2000
2000,2265,6436,4641,102,101
101,1999,16850,1010,2000,8038
8038,7962,1010,2022,2145,1998
1998,4687,1010,102,101,2043
2043,2028,2021,1997,2026,16692
16692,2768,2039,102,101,2000
2000,3713,1997,3521,2030,2162
2162,1012,102,101,1045,2831
2831,1997,2017,1024,102,101
101,2339,2106,2017,4299,2033
2033,10256,2121,1029,2052,2017
2017,2031,2033,102,101,6270
6270,2000,2026,3267,1029,2738
2738,2360,1045,2377,102,101
101,1996,2158,1045,2572,1012
1012,102,101,102,101,5285
5285,2819,6200,1024,102,101
101,1051,1010,2909,1010,2909
2909,1010,2909,1010,102,101
101,1045,2052,2031,2018,2017
2017,2404,2115,2373,2092,2006
2006,1010,102,101,2077,2017
2017,2018,6247,2009,2041,1012
1012,102,101,102,101,2522
2522,9488,5802,2271,1024,102
102,101,2292,2175,1012,102
102,101,102,101,5285,2819
2819,6200,1024,102,101,2017
2017,2453,2031,2042,2438,1996
1996,2158,2017,2024,1010,102
102,101,2007,2358,3089,6455
6455,2625,2000,2022,2061,1025
1025,8276,2018,2042,102,101
101,1996,16215,18367,8613,1997
1997,2115,22137,2015,1010,2065
2065,102,101,2017,2018,2025
2025,2265,1005,1040,2068,2129
2129,6300,2020,21866,102,101
101,9413,2063,2027,3768,1005
1005,1040,2373,2000,2892,2017
2017,1012,102,101,102,101
101,2522,9488,5802,2271,1024
1024,102,101,2292,2068,6865
6865,1012,102,101,102,101
101,1037,10717,2078,1024,102
102,101,1037,2100,1010,1998
1998,6402,2205,1012,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,2272,1010
1010,2272,1010,2017,2031,2042
2042,2205,5931,1010,2242,102
102,101,2205,5931,1025,102
102,101,2017,2442,2709,1998
1998,2273,2094,2009,1012,102
102,101,102,101,2034,5205
5205,1024,102,101,2045,1005
1005,1055,2053,19519,1025,102
102,101,4983,1010,2011,2025
2025,2061,2725,1010,2256,2204
2204,2103,102,101,18856,5243
5243,3726,1999,1996,12930,1010
1010,1998,2566,4509,1012,102
102,101,102,101,5285,2819
2819,6200,1024,102,101,11839
11839,1010,2022,9517,2140,1005
1005,1040,1024,102,101,1045
1045,2031,1037,2540,2004,2210
2210,26794,2004,6737,1010,102
102,101,2021,2664,1037,4167
4167,2008,5260,2026,2224,1997
1997,4963,102,101,2000,2488
2488,27274,1012,102,101,102
102,101,2273,18595,2271,1024
1024,102,101,2092,2056,1010
1010,7015,2450,1029,102,101
101,2077,2002,2323,2947,2358
2358,18589,2000,1996,14906,1010
1010,2021,2008,102,101,1996
1996,6355,4906,1051,1005,1996
1996,2051,13675,21055,2009,2004
2004,6887,7274,2594,102,101
101,2005,1996,2878,2110,1010
1010,1045,2052,2404,3067,12371
12371,2006,1010,102,101,2029
2029,1045,2064,20071,4562,1012
1012,102,101,102,101,2522
2522,9488,5802,2271,1024,102
102,101,2054,2442,1045,2079
2079,1029,102,101,102,101
101,2273,18595,2271,1024,102
102,101,2709,2000,1996,10969
10969,2015,1012,102,101,102
102,101,2522,9488,5802,2271
2271,1024,102,101,2092,1010
1010,2054,2059,1029,2054,2059
2059,1029,102,101,102,101
101,2273,18595,2271,1024,102
102,101,16360,4765,2054,2017
2017,2031,3764,1012,102,101
101,102,101,2522,9488,5802
5802,2271,1024,102,101,2005
2005,2068,999,1045,3685,2079
2079,2009,2000,1996,5932,1025
1025,102,101,2442,1045,2059
2059,2079,1005,1056,2000,2068
2068,1029,102,101,102,101
101,5285,2819,6200,1024,102
102,101,2017,2024,2205,7619
7619,1025,102,101,2295,2045
2045,2378,2017,2064,2196,2022
2022,2205,7015,1010,102,101
101,2021,2043,4654,7913,22930
22930,3111,3713,1012,1045,2031
2031,2657,2017,2360,1010,102
102,101,6225,1998,3343,1010
1010,2066,4895,3366,6299,1005
1005,1040,2814,1010,102,101
101,1045,1005,1996,2162,2079
2079,4982,2362,1024,3946,2008
2008,1010,1998,2425,2033,1010
1010,102,101,1999,3521,2054
2054,2169,1997,2068,2011,1996
1996,2060,4558,1010,102,101
101,2008,2027,11506,2025,2045
2045,1012,102,101,102,101
101,2522,9488,5802,2271,1024
1024,102,101,10722,4095,1010
1010,10722,4095,999,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,1037,2204
2204,5157,1012,102,101,102
102,101,5285,2819,6200,1024
1024,102,101,2065,2009,2022
2022,6225,1999,2115,5233,2000
2000,4025,102,101,1996,2168
2168,2017,2024,2025,1010,2029
2029,1010,2005,2115,2190,4515
4515,1010,102,101,2017,11092
11092,2115,3343,1010,2129,2003
2003,2009,2625,2030,4788,1010
1010,102,101,2008,2009,4618
4618,2907,11946,5605,1999,3521
3521,102,101,2007,6225,1010
1010,2004,1999,2162,1010,2144
2144,2008,2000,2119,102,101
101,2009,4832,1999,2066,5227
5227,1029,102,101,102,101
101,2522,9488,5802,2271,1024
1024,102,101,2339,2486,2017
2017,2023,1029,102,101,102
102,101,5285,2819,6200,1024
1024,102,101,2138,2008,2085
2085,2009,3658,2017,2006,2000
2000,3713,102,101,2000,1996
1996,2111,1025,2025,2011,2115
2115,2219,7899,1010,102,101
101,4496,2011,1996,3043,2029
2029,2115,2540,25732,2015,2017
2017,1010,102,101,2021,2007
2007,2107,2616,2008,2024,2021
2021,15685,1999,102,101,2115
2115,4416,1010,2295,2021,21123
21123,1998,20732,102,101,1997
1997,2053,21447,2000,2115,8945
8945,25426,1005,1055,3606,1012
1012,102,101,2085,1010,2023
2023,2053,2062,9841,17175,9236
9236,2017,2012,2035,102,101
101,2084,2000,2202,1999,1037
1037,2237,2007,7132,2616,1010
1010,102,101,2029,2842,2052
2052,2404,2017,2000,2115,7280
7280,1998,102,101,1996,15559
15559,1997,2172,2668,1012,102
102,101,1045,2052,4487,11393
11393,19661,2007,2026,3267,2073
2073,102,101,2026,18023,1998
1998,2026,2814,2012,8406,3223
3223,102,101,1045,2323,2079
2079,2061,1999,6225,1024,1045
1045,2572,1999,2023,1010,102
102,101,2115,2564,1010,2115
2115,2365,1010,2122,10153,1010
1010,1996,13969,1025,102,101
101,1998,2017,2097,2738,2265
2265,2256,2236,10223,3215,102
102,101,2129,2017,2064,11330
11330,2084,5247,1037,6904,7962
7962,2588,1005,7861,1010,102
102,101,2005,1996,12839,1997
1997,2037,7459,1998,28805,102
102,101,1997,2054,2008,2215
2215,2453,10083,1012,102,101
101,102,101,2273,18595,2271
2271,1024,102,101,7015,3203
3203,999,102,101,2272,1010
1010,2175,2007,2149,1025,3713
3713,4189,1024,2017,2089,16183
16183,3726,2061,1010,102,101
101,2025,2054,2003,4795,2556
2556,1010,2021,1996,3279,102
102,101,1997,2054,2003,2627
2627,1012,102,101,102,101
101,5285,2819,6200,1024,102
102,101,1045,26927,10760,2063
2063,2085,1010,2026,2365,1010
